Ticket_ID,Ticket_Date,Business_Unit,Location,Request_Type,Priority,Channel,Assigned_Team,Status,Resolution_Hours,SLA_Target_Hours,SLA_Breached,Rework_Count,Customer_Satisfaction,FTE_Cost_per_Hour,Estimated_Cost,Month,Month_No,Quarter,Weekday
OPS-101435,2025-11-14,Procurement,Chennai,Data Correction,Critical,Email,Vendor Management,Closed,3.1,4,No,0,4.3,450,1395.0,Nov,11,Q4,Friday
OPS-102010,2025-10-12,Finance,Noida,Compliance Request,Low,Email,HR Ops,Closed,4.3,48,No,1,4.9,400,1720.0,Oct,10,Q4,Sunday
OPS-102959,2025-10-06,Customer Support,Gurugram,Report Request,Low,Portal,MIS,Closed,2.3,48,No,2,4.4,400,920.0,Oct,10,Q4,Monday
OPS-100838,2025-06-09,Sales,Bengaluru,Access Request,Medium,Teams,MIS,Closed,5.9,24,No,0,5.0,280,1652.0,Jun,6,Q2,Monday
OPS-104030,2025-04-27,Customer Support,Chennai,Employee Query,High,Phone,MIS,Escalated,18.5,12,Yes,2,3.4,320,5920.0,Apr,4,Q2,Sunday
OPS-104826,2025-12-31,Sales,Mumbai,Report Request,Critical,Email,Finance Ops,Closed,7.6,4,Yes,0,4.4,320,2432.0,Dec,12,Q4,Wednesday
OPS-103343,2025-12-23,Procurement,Mumbai,Invoice Query,Low,Email,Finance Ops,Closed,6.4,48,No,0,5.0,400,2560.0,Dec,12,Q4,Tuesday
OPS-101598,2025-01-09,Sales,Pune,Report Request,Low,Teams,IT Support,Closed,16.1,48,No,0,,350,5635.0,Jan,1,Q1,Thursday
OPS-100677,2025-05-23,Finance,Chennai,Data Correction,Medium,Email,MIS,Closed,20.7,24,No,0,4.1,450,9315.0,May,5,Q2,Friday
OPS-103996,2025-03-15,Procurement,Bengaluru,Invoice Query,Low,Email,Finance Ops,Closed,10.3,48,No,0,4.6,450,4635.0,Mar,3,Q1,Saturday
OPS-101527,2025-03-14,Finance,Mumbai,Data Correction,Medium,Email,Vendor Management,Pending,14.1,24,No,0,4.5,350,4935.0,Mar,3,Q1,Friday
OPS-102426,2025-02-12,Customer Support,Chennai,Employee Query,Low,Email,Vendor Management,Closed,2.5,48,No,1,4.9,320,800.0,Feb,2,Q1,Wednesday
OPS-103815,2025-11-17,Customer Support,Mumbai,Data Correction,Medium,Phone,MIS,Closed,8.3,24,No,1,4.6,400,3320.0,Nov,11,Q4,Monday
OPS-101149,2025-04-16,Operations,Pune,Report Request,Medium,Portal,HR Ops,Closed,19.3,24,No,1,4.8,450,8685.0,Apr,4,Q2,Wednesday
OPS-100723,2025-10-16,Finance,Chennai,Vendor Query,Low,Phone,Vendor Management,Closed,19.6,48,No,0,4.8,400,7840.0,Oct,10,Q4,Thursday
OPS-103095,2025-04-25,Procurement,,Compliance Request,Medium,Portal,MIS,Escalated,18.9,24,No,2,4.2,350,6615.0,Apr,4,Q2,Friday
OPS-100474,2025-07-23,IT,Gurugram,Compliance Request,Medium,Email,Vendor Management,Pending,7.4,24,No,0,4.9,350,2590.0,Jul,7,Q3,Wednesday
OPS-101948,2025-11-30,Sales,Mumbai,Access Request,Low,Email,Finance Ops,Closed,22.3,48,No,1,4.1,280,6244.0,Nov,11,Q4,Sunday
OPS-102252,2025-11-19,Procurement,Mumbai,Invoice Query,Low,Teams,IT Support,Closed,14.4,48,No,0,5.0,320,4608.0,Nov,11,Q4,Wednesday
OPS-100613,2025-07-13,Customer Support,Hyderabad,Access Request,Medium,Teams,MIS,Closed,9.5,24,No,0,4.8,450,4275.0,Jul,7,Q3,Sunday
OPS-100050,2025-11-12,Procurement,Gurugram,System Issue,Medium,Email,IT Support,Closed,17.9,24,No,1,4.4,450,8055.0,Nov,11,Q4,Wednesday
OPS-101742,2025-10-30,Sales,Mumbai,Vendor Query,Low,Teams,,Closed,4.5,48,No,1,4.8,320,1440.0,Oct,10,Q4,Thursday
OPS-104663,2025-01-22,Sales,Mumbai,Report Request,Low,Phone,IT Support,Closed,9.0,48,No,2,4.6,450,4050.0,Jan,1,Q1,Wednesday
OPS-101538,2025-12-10,Finance,Gurugram,Data Correction,Low,Portal,MIS,Closed,12.3,48,No,0,4.9,400,4920.0,Dec,12,Q4,Wednesday
OPS-101317,2025-04-25,Sales,Noida,Invoice Query,Low,Email,IT Support,Closed,24.1,48,No,0,4.4,350,8435.0,Apr,4,Q2,Friday
OPS-100742,2025-01-06,HR,Gurugram,Access Request,Medium,Email,Finance Ops,Escalated,5.8,24,No,1,4.7,280,1624.0,Jan,1,Q1,Monday
OPS-103420,2025-05-05,IT,Pune,Data Correction,Low,Email,MIS,Closed,9.0,48,No,0,4.6,400,3600.0,May,5,Q2,Monday
OPS-103498,2025-02-15,Procurement,Bengaluru,Invoice Query,Medium,Email,Finance Ops,Closed,6.0,24,No,0,4.3,450,2700.0,Feb,2,Q1,Saturday
OPS-103060,2025-09-28,HR,Gurugram,System Issue,Medium,Email,HR Ops,Closed,19.0,24,No,0,4.7,280,5320.0,Sep,9,Q3,Sunday
OPS-104152,2025-02-08,Procurement,Noida,Report Request,Medium,Email,IT Support,Pending,13.9,24,No,0,4.3,320,4448.0,Feb,2,Q1,Saturday
OPS-103976,2025-12-02,IT,Hyderabad,Vendor Query,Medium,Portal,HR Ops,Closed,15.2,24,No,0,5.0,280,4256.0,Dec,12,Q4,Tuesday
OPS-101502,2025-04-06,IT,Hyderabad,Access Request,Medium,Portal,IT Support,Pending,9.3,24,No,0,5.0,450,4185.0,Apr,4,Q2,Sunday
OPS-103701,2025-05-17,Sales,Gurugram,Vendor Query,Low,Email,MIS,Closed,9.5,48,No,0,5.0,350,3325.0,May,5,Q2,Saturday
OPS-101236,2025-06-15,Customer Support,Bengaluru,Access Request,High,Email,HR Ops,Closed,19.6,12,Yes,0,5.0,280,5488.0,Jun,6,Q2,Sunday
OPS-102583,2025-06-18,Finance,Noida,Employee Query,High,Teams,IT Support,Closed,10.4,12,No,0,4.2,450,4680.0,Jun,6,Q2,Wednesday
OPS-104386,2025-06-15,Operations,Gurugram,Report Request,Low,Email,Vendor Management,Closed,12.3,48,No,0,4.6,450,5535.0,Jun,6,Q2,Sunday
OPS-104344,2025-05-14,Finance,Pune,Vendor Query,Medium,Phone,MIS,Closed,3.8,24,No,0,5.0,350,1330.0,May,5,Q2,Wednesday
OPS-100560,2025-10-13,IT,Gurugram,Employee Query,Medium,Portal,HR Ops,Closed,1.5,24,No,0,4.9,450,675.0,Oct,10,Q4,Monday
OPS-101176,2025-03-04,Sales,Mumbai,Access Request,Medium,Email,MIS,Closed,12.5,24,No,2,4.7,350,4375.0,Mar,3,Q1,Tuesday
OPS-101457,2025-10-09,Customer Support,Chennai,Vendor Query,Medium,Email,HR Ops,Closed,7.1,24,No,0,5.0,400,2840.0,Oct,10,Q4,Thursday
OPS-104287,2025-03-25,IT,Pune,System Issue,Critical,Portal,MIS,Closed,13.5,4,Yes,0,4.8,280,3780.0,Mar,3,Q1,Tuesday
OPS-101626,2025-02-09,Procurement,Bengaluru,Compliance Request,Medium,Email,Finance Ops,Closed,10.4,24,No,0,5.0,450,4680.0,Feb,2,Q1,Sunday
OPS-103396,2025-04-26,Operations,Gurugram,Data Correction,Medium,Teams,Finance Ops,Closed,18.9,24,No,1,4.0,450,8505.0,Apr,4,Q2,Saturday
OPS-102443,2025-11-25,HR,Bengaluru,Compliance Request,Low,Email,Vendor Management,Closed,1.8,48,No,0,5.0,400,720.0,Nov,11,Q4,Tuesday
OPS-104842,2025-07-26,Customer Support,Hyderabad,Report Request,Medium,Teams,HR Ops,Closed,9.2,24,No,0,5.0,400,3680.0,Jul,7,Q3,Saturday
OPS-104286,2025-05-21,Procurement,Pune,Invoice Query,Low,Email,IT Support,Escalated,26.5,48,No,3,3.5,450,11925.0,May,5,Q2,Wednesday
OPS-103567,2025-10-30,IT,Chennai,Access Request,Medium,Email,Finance Ops,Escalated,14.4,24,No,1,4.2,450,6480.0,Oct,10,Q4,Thursday
OPS-101329,2025-01-04,Sales,Chennai,System Issue,High,Portal,IT Support,Closed,15.5,12,Yes,0,4.3,320,4960.0,Jan,1,Q1,Saturday
OPS-102982,2025-12-31,Sales,Gurugram,Data Correction,Medium,Phone,Vendor Management,Closed,10.5,24,No,0,4.8,450,4725.0,Dec,12,Q4,Wednesday
OPS-104947,2025-02-14,Customer Support,Gurugram,Employee Query,Medium,Phone,,Closed,7.5,24,No,0,5.0,400,3000.0,Feb,2,Q1,Friday
OPS-102317,2025-05-01,Finance,Hyderabad,Data Correction,Low,Email,IT Support,Closed,10.1,48,No,1,4.5,280,2828.0,May,5,Q2,Thursday
OPS-100013,2025-04-10,Procurement,Gurugram,Invoice Query,Low,Phone,Vendor Management,Closed,12.9,48,No,0,4.9,450,5805.0,Apr,4,Q2,Thursday
OPS-104202,2025-09-19,Sales,Pune,Access Request,Low,Portal,HR Ops,Closed,12.2,48,No,1,5.0,320,3904.0,Sep,9,Q3,Friday
OPS-101003,2025-06-27,HR,Pune,Compliance Request,Low,Portal,Finance Ops,Pending,3.0,48,No,1,4.8,320,960.0,Jun,6,Q2,Friday
OPS-104378,2025-05-18,Procurement,Gurugram,Report Request,Low,Portal,IT Support,Pending,8.9,48,No,1,5.0,400,3560.0,May,5,Q2,Sunday
OPS-104089,2025-08-09,Sales,Noida,Invoice Query,Low,Email,MIS,Closed,6.7,48,No,0,4.9,400,2680.0,Aug,8,Q3,Saturday
OPS-100083,2025-07-27,HR,Pune,Employee Query,Low,Email,IT Support,Closed,7.9,48,No,1,4.5,280,2212.0,Jul,7,Q3,Sunday
OPS-104477,2025-07-24,Procurement,Pune,Employee Query,Medium,Email,Finance Ops,Closed,14.2,24,No,1,3.9,320,4544.0,Jul,7,Q3,Thursday
OPS-100568,2025-06-26,Operations,Mumbai,Employee Query,High,Phone,IT Support,Closed,15.1,12,Yes,0,4.3,400,6040.0,Jun,6,Q2,Thursday
OPS-100003,2025-09-28,HR,Noida ,Vendor Query,High,Email,MIS,Closed,11.6,12,No,0,5.0,280,3248.0,Sep,9,Q3,Sunday
OPS-103098,2025-09-08,Finance,Pune,Data Correction,Medium,Email,MIS,Closed,4.9,24,No,1,4.5,350,1715.0,Sep,9,Q3,Monday
OPS-101898,2025-05-11,IT,Bengaluru,Compliance Request,Medium,Email,Finance Ops,Closed,20.7,24,No,1,4.4,350,7245.0,May,5,Q2,Sunday
OPS-103975,2025-09-02,Customer Support,Bengaluru,Access Request,High,Email,Vendor Management,Closed,18.8,12,Yes,1,4.1,280,5264.0,Sep,9,Q3,Tuesday
OPS-100509,2025-06-28,Procurement,Bengaluru,System Issue,Low,Email,Finance Ops,Closed,4.0,48,No,1,4.6,450,1800.0,Jun,6,Q2,Saturday
OPS-104337,2025-05-28,Finance,Noida,System Issue,Low,Teams,Finance Ops,Closed,7.0,48,No,0,4.5,320,2240.0,May,5,Q2,Wednesday
OPS-101858,2025-04-21,Sales,Gurugram,System Issue,Low,Portal,HR Ops,Closed,32.7,48,No,0,4.3,450,14715.0,Apr,4,Q2,Monday
OPS-104885,2025-06-04,IT,Mumbai,Invoice Query,Low,Portal,Finance Ops,Pending,6.6,48,No,0,4.8,400,2640.0,Jun,6,Q2,Wednesday
OPS-101668,2025-01-12,Customer Support,Bengaluru,Data Correction,Medium,Email,HR Ops,Escalated,59.5,24,Yes,2,2.7,400,23800.0,Jan,1,Q1,Sunday
OPS-101168,2025-05-29,Sales,Hyderabad,Compliance Request,Low,Email,Finance Ops,Closed,7.4,48,No,0,4.3,450,3330.0,May,5,Q2,Thursday
OPS-103991,2025-12-08,Finance,Mumbai,System Issue,Medium,Portal,MIS,Escalated,18.5,24,No,2,3.8,400,7400.0,Dec,12,Q4,Monday
OPS-104238,2025-12-02,Sales,Bengaluru,System Issue,Low,Email,HR Ops,Escalated,26.4,48,No,2,3.8,350,9240.0,Dec,12,Q4,Tuesday
OPS-102379,2025-05-14,Sales,Chennai,Employee Query,Medium,Portal,MIS,Escalated,35.2,24,Yes,1,3.9,400,14080.0,May,5,Q2,Wednesday
OPS-100347,2025-07-10,Sales,Chennai,System Issue,Medium,Phone,HR Ops,Closed,8.6,24,No,0,4.4,350,3010.0,Jul,7,Q3,Thursday
OPS-100930,2025-09-21,Sales,Mumbai,Employee Query,High,Teams,IT Support,Escalated,40.5,12,Yes,2,3.1,450,18225.0,Sep,9,Q3,Sunday
OPS-101725,2025-04-09,Finance,Mumbai,Vendor Query,Low,Email,HR Ops,Closed,8.6,48,No,0,4.6,280,2408.0,Apr,4,Q2,Wednesday
OPS-104879,2025-06-19,Finance,Pune,Employee Query,Low,Portal,IT Support,Closed,15.5,48,No,0,4.2,280,4340.0,Jun,6,Q2,Thursday
OPS-100577,2025-12-05,Operations,Noida,Employee Query,Critical,Email,Vendor Management,Closed,5.3,4,Yes,1,4.7,320,1696.0,Dec,12,Q4,Friday
OPS-100169,2025-10-13,Customer Support,Chennai,System Issue,High,Email,HR Ops,Closed,12.8,12,Yes,1,4.6,400,5120.0,Oct,10,Q4,Monday
OPS-101028,2025-02-04,Sales,Chennai,Compliance Request,Medium,Email,MIS,Closed,7.4,24,No,0,4.2,450,3330.0,Feb,2,Q1,Tuesday
OPS-101743,2025-12-23,Finance,Gurugram,Access Request,Low,Email,IT Support,Pending,4.2,48,No,0,4.5,280,1176.0,Dec,12,Q4,Tuesday
OPS-104696,2025-03-01,HR,Hyderabad,Compliance Request,Low,Teams,Finance Ops,Closed,5.6,48,No,0,5.0,320,1792.0,Mar,3,Q1,Saturday
OPS-102571,2025-08-08,IT,Mumbai,System Issue,Low,Portal,IT Support,Closed,54.7,48,Yes,2,2.5,320,17504.0,Aug,8,Q3,Friday
OPS-100704,2025-07-20,Finance,Mumbai,Report Request,Low,Email,IT Support,Closed,28.5,48,No,0,4.1,350,9975.0,Jul,7,Q3,Sunday
OPS-103499,2025-01-12,Sales,Bengaluru,Access Request,High,Portal,Vendor Management,Closed,4.7,12,No,0,5.0,350,1645.0,Jan,1,Q1,Sunday
OPS-102515,2025-04-15,Operations,Noida,System Issue,High,Portal,HR Ops,Closed,27.6,12,Yes,0,3.9,450,12420.0,Apr,4,Q2,Tuesday
OPS-104159,2025-09-29,Operations,Bengaluru,Access Request,Medium,Email,Vendor Management,Closed,34.1,24,Yes,0,4.2,450,15345.0,Sep,9,Q3,Monday
OPS-102349,2025-04-24,Sales,Gurugram,Invoice Query,Low,Email,IT Support,Closed,10.3,48,No,1,5.0,400,4120.0,Apr,4,Q2,Thursday
OPS-103844,2025-02-12,Operations,Hyderabad,Vendor Query,Low,Email,MIS,Closed,8.6,48,No,0,5.0,280,2408.0,Feb,2,Q1,Wednesday
OPS-104615,2025-10-09,Operations,Noida,Access Request,Low,Email,Finance Ops,Closed,20.4,48,No,1,4.0,280,5712.0,Oct,10,Q4,Thursday
OPS-104253,2025-11-24,Sales,Mumbai,Compliance Request,Medium,Email,Finance Ops,Closed,3.0,24,No,0,4.9,400,1200.0,Nov,11,Q4,Monday
OPS-101040,2025-11-12,Finance,Mumbai,Report Request,Low,Portal,Finance Ops,Pending,7.5,48,No,0,5.0,450,3375.0,Nov,11,Q4,Wednesday
OPS-102310,2025-11-29,Customer Support,Mumbai,Compliance Request,Low,Phone,MIS,Closed,21.5,48,No,0,4.3,450,9675.0,Nov,11,Q4,Saturday
OPS-104730,2025-08-08,HR,Pune,Employee Query,Low,Email,MIS,Escalated,16.2,48,No,2,3.7,400,6480.0,Aug,8,Q3,Friday
OPS-102135,2025-05-13,Sales,Chennai,Access Request,Low,Portal,MIS,Escalated,30.1,48,No,2,3.6,280,8428.0,May,5,Q2,Tuesday
OPS-104814,2025-11-27,Operations,Chennai,System Issue,Low,Email,MIS,Closed,10.7,48,No,1,4.6,280,2996.0,Nov,11,Q4,Thursday
OPS-102831,2025-01-31,Sales,Bengaluru,System Issue,Medium,Portal,IT Support,Closed,3.7,24,No,0,4.7,320,1184.0,Jan,1,Q1,Friday
OPS-103595,2025-04-14,HR,Mumbai,Compliance Request,Low,Portal,IT Support,Closed,8.1,48,No,1,5.0,350,2835.0,Apr,4,Q2,Monday
OPS-100655,2025-05-14,Procurement,Chennai,Vendor Query,Low,Email,MIS,Closed,4.9,48,No,1,4.7,350,1715.0,May,5,Q2,Wednesday
OPS-104081,2025-05-13,Sales,Pune,Compliance Request,High,Email,Vendor Management,Closed,11.7,12,No,0,4.7,320,3744.0,May,5,Q2,Tuesday
OPS-104619,2025-11-01,IT,Hyderabad,Compliance Request,Low,Portal,HR Ops,Closed,43.3,48,No,0,2.7,320,13856.0,Nov,11,Q4,Saturday
OPS-101170,2025-05-17,Sales,Pune,Compliance Request,Medium,Email,HR Ops,Escalated,26.9,24,Yes,3,3.5,350,9415.0,May,5,Q2,Saturday
OPS-100659,2025-06-09,Operations,Hyderabad,Invoice Query,Low,Portal,Vendor Management,Closed,16.7,48,No,1,4.4,400,6680.0,Jun,6,Q2,Monday
OPS-102633,2025-08-24,HR,Pune,Compliance Request,Medium,Email,IT Support,Escalated,14.8,24,No,2,4.4,350,5180.0,Aug,8,Q3,Sunday
OPS-102824,2025-10-24,Procurement,Hyderabad,Invoice Query,Low,Portal,IT Support,Closed,6.8,48,No,0,4.3,320,2176.0,Oct,10,Q4,Friday
OPS-102835,2025-08-01,IT,Gurugram,Access Request,Low,Email,MIS,Escalated,20.1,48,No,3,3.3,400,8040.0,Aug,8,Q3,Friday
OPS-103164,2025-06-07,Customer Support,Bengaluru,Invoice Query,Low,Email,MIS,Escalated,33.0,48,No,2,3.5,400,13200.0,Jun,6,Q2,Saturday
OPS-104945,2025-08-23,Customer Support,Noida,Report Request,Low,Portal,Vendor Management,Pending,12.1,48,No,1,4.4,320,3872.0,Aug,8,Q3,Saturday
OPS-100877,2025-04-23,Customer Support,Chennai,System Issue,Medium,Email,IT Support,Closed,10.5,24,No,0,4.9,280,2940.0,Apr,4,Q2,Wednesday
OPS-101934,2025-05-11,Sales,Bengaluru,System Issue,Low,Email,Finance Ops,Closed,13.3,48,No,1,3.8,350,4655.0,May,5,Q2,Sunday
OPS-100467,2025-07-04,Customer Support,Noida,Access Request,Low,Email,HR Ops,Escalated,34.0,48,No,1,3.9,320,10880.0,Jul,7,Q3,Friday
OPS-102422,2025-05-26,Operations,Chennai,Report Request,High,Email,Vendor Management,Escalated,6.5,12,No,2,4.3,320,2080.0,May,5,Q2,Monday
OPS-101596,2025-11-28,Customer Support,Hyderabad,Data Correction,Low,Teams,HR Ops,Closed,10.2,48,No,2,4.1,400,4080.0,Nov,11,Q4,Friday
OPS-101119,2025-10-26,Operations,Hyderabad,Access Request,Medium,Phone,IT Support,Escalated,27.7,24,Yes,1,4.5,350,9695.0,Oct,10,Q4,Sunday
OPS-100386,2025-09-21,IT,Gurugram,,Medium,Teams,Vendor Management,Closed,14.1,24,No,2,3.7,400,5640.0,Sep,9,Q3,Sunday
OPS-104761,2025-12-12,HR,Mumbai,System Issue,High,Portal,MIS,Closed,1.0,12,No,1,5.0,280,280.0,Dec,12,Q4,Friday
OPS-104915,2025-04-28,Customer Support,Gurugram,Vendor Query,Medium,Teams,IT Support,Closed,7.5,24,No,0,4.3,320,2400.0,Apr,4,Q2,Monday
OPS-100927,2025-04-21,Operations,Pune,System Issue,Medium,Portal,IT Support,Closed,7.9,24,No,0,4.8,350,2765.0,Apr,4,Q2,Monday
OPS-104111,2025-10-06,Finance,Hyderabad,Report Request,Low,Phone,IT Support,Closed,8.8,48,No,0,4.8,450,3960.0,Oct,10,Q4,Monday
OPS-100119,2025-10-20,IT,Chennai,Compliance Request,Medium,Phone,IT Support,Closed,12.3,24,No,1,3.8,280,3444.0,Oct,10,Q4,Monday
OPS-104307,2025-01-17,Customer Support,Hyderabad,Vendor Query,Medium,Phone,MIS,Closed,8.7,24,No,1,4.5,400,3480.0,Jan,1,Q1,Friday
OPS-100638,2025-02-08,Operations,Chennai,Employee Query,Low,Email,MIS,Closed,18.7,48,No,1,4.4,320,5984.0,Feb,2,Q1,Saturday
OPS-103283,2025-09-25,Operations,Pune,Data Correction,Low,Email,Finance Ops,Pending,4.8,48,No,0,5.0,400,1920.0,Sep,9,Q3,Thursday
OPS-103840,2025-05-06,Sales,Pune,Compliance Request,High,Portal,Finance Ops,Closed,3.9,12,No,0,5.0,450,1755.0,May,5,Q2,Tuesday
OPS-101729,2025-06-06,HR,Mumbai,Report Request,Medium,Portal,IT Support,Escalated,8.8,24,No,1,4.6,400,3520.0,Jun,6,Q2,Friday
OPS-103808,2025-01-24,Sales,Chennai,System Issue,Medium,Portal,IT Support,Pending,5.4,24,No,1,4.6,400,2160.0,Jan,1,Q1,Friday
OPS-103795,2025-06-14,IT,Bengaluru,Invoice Query,Critical,Portal,IT Support,Closed,4.4,4,Yes,0,5.0,350,1540.0,Jun,6,Q2,Saturday
OPS-104060,2025-07-12,Procurement,Noida ,Vendor Query,Medium,Teams,IT Support,Closed,13.8,24,No,0,4.7,400,5520.0,Jul,7,Q3,Saturday
OPS-103779,2025-09-09,Finance,Pune,System Issue,Low,Portal,IT Support,Closed,4.4,48,No,1,5.0,400,1760.0,Sep,9,Q3,Tuesday
OPS-102511,2025-02-11,Procurement,Chennai,System Issue,Low,Email,MIS,Closed,9.4,48,No,0,4.6,280,2632.0,Feb,2,Q1,Tuesday
OPS-101666,2025-07-25,Sales,Chennai,Data Correction,High,Teams,HR Ops,Closed,4.1,12,No,2,4.0,450,1845.0,Jul,7,Q3,Friday
OPS-101211,2025-07-08,IT,Chennai,Invoice Query,Low,Portal,Finance Ops,Closed,37.0,48,No,0,4.1,400,14800.0,Jul,7,Q3,Tuesday
OPS-103719,2025-01-23,HR,Pune,Vendor Query,High,Teams,Finance Ops,Pending,23.9,12,Yes,1,4.5,450,10755.0,Jan,1,Q1,Thursday
OPS-103293,2025-12-09,Procurement,Mumbai,Employee Query,Low,Email,MIS,Escalated,20.7,48,No,1,4.4,450,9315.0,Dec,12,Q4,Tuesday
OPS-103973,2025-04-17,Procurement,Hyderabad,Data Correction,Medium,Portal,IT Support,Closed,31.3,24,Yes,0,4.5,350,10955.0,Apr,4,Q2,Thursday
OPS-100143,2025-02-21,Finance,Bengaluru,Data Correction,High,Portal,IT Support,Closed,9.0,12,No,2,4.5,280,2520.0,Feb,2,Q1,Friday
OPS-103570,2025-09-21,Procurement,Gurugram,Data Correction,Low,Email,IT Support,Closed,14.0,48,No,1,4.5,320,4480.0,Sep,9,Q3,Sunday
OPS-100288,2025-04-22,Procurement,Bengaluru,Report Request,Low,Email,HR Ops,Closed,20.4,48,No,0,4.9,450,9180.0,Apr,4,Q2,Tuesday
OPS-101569,2025-04-09,HR,Noida,Vendor Query,Low,Email,Finance Ops,Closed,4.5,48,No,1,4.6,450,2025.0,Apr,4,Q2,Wednesday
OPS-104003,2025-06-19,Sales,Bengaluru,System Issue,High,Portal,IT Support,Closed,9.0,12,No,0,5.0,400,3600.0,Jun,6,Q2,Thursday
OPS-103781,2025-08-15,Procurement,Bengaluru,Vendor Query,Medium,Email,Finance Ops,Closed,32.5,24,Yes,1,3.4,400,13000.0,Aug,8,Q3,Friday
OPS-100948,2025-04-22,IT,Hyderabad,Invoice Query,Critical,Email,IT Support,Closed,22.8,4,Yes,0,4.4,450,10260.0,Apr,4,Q2,Tuesday
OPS-101906,2025-11-01,Procurement,Pune,Employee Query,Critical,Teams,IT Support,Closed,11.2,4,Yes,0,4.9,450,5040.0,Nov,11,Q4,Saturday
OPS-102393,2025-01-25,Finance,Hyderabad,Report Request,Low,Portal,MIS,Closed,12.9,48,No,1,4.5,350,4515.0,Jan,1,Q1,Saturday
OPS-100089,2025-09-09,Procurement,Noida,Vendor Query,Critical,Teams,Finance Ops,Closed,6.6,4,Yes,1,4.4,350,2310.0,Sep,9,Q3,Tuesday
OPS-102181,2025-12-17,Customer Support,Noida,Invoice Query,Medium,Email,HR Ops,Closed,8.0,24,No,0,4.0,320,2560.0,Dec,12,Q4,Wednesday
OPS-101201,2025-06-05,IT,Chennai,Invoice Query,Low,Teams,Vendor Management,Closed,13.2,48,No,0,4.4,450,5940.0,Jun,6,Q2,Thursday
OPS-103554,2025-10-25,Customer Support,Pune,Vendor Query,Critical,Email,MIS,Closed,5.9,4,Yes,0,4.6,400,2360.0,Oct,10,Q4,Saturday
OPS-104497,2025-07-21,HR,Mumbai,Employee Query,High,Teams,MIS,Closed,19.8,12,Yes,0,4.4,280,5544.0,Jul,7,Q3,Monday
OPS-101391,2025-06-01,Procurement,Noida,System Issue,Medium,Email,MIS,Escalated,32.3,24,Yes,1,3.8,450,14535.0,Jun,6,Q2,Sunday
OPS-104142,2025-11-02,HR,Hyderabad,Report Request,Medium,Phone,Vendor Management,Closed,6.1,24,No,0,4.9,400,2440.0,Nov,11,Q4,Sunday
OPS-103354,2025-05-26,IT,Mumbai,System Issue,High,Phone,MIS,Closed,11.5,12,No,1,4.6,280,3220.0,May,5,Q2,Monday
OPS-102274,2025-05-16,HR,Hyderabad,Compliance Request,High,Email,MIS,Closed,27.4,12,Yes,0,4.3,320,8768.0,May,5,Q2,Friday
OPS-102719,2025-12-25,Customer Support,Chennai,Report Request,High,Portal,HR Ops,Closed,12.5,12,Yes,0,5.0,350,4375.0,Dec,12,Q4,Thursday
OPS-101904,2025-12-19,Operations,Gurugram,Employee Query,Medium,Email,IT Support,Closed,5.0,24,No,0,4.5,280,1400.0,Dec,12,Q4,Friday
OPS-102904,2025-04-08,IT,Pune,Invoice Query,Medium,Teams,MIS,Closed,7.4,24,No,1,4.4,400,2960.0,Apr,4,Q2,Tuesday
OPS-103530,2025-11-25,IT,Hyderabad,Access Request,Low,Email,IT Support,Escalated,8.7,48,No,3,3.8,320,2784.0,Nov,11,Q4,Tuesday
OPS-101609,2025-02-06,Sales,Bengaluru,Data Correction,High,Email,HR Ops,Closed,16.0,12,Yes,0,4.1,350,5600.0,Feb,2,Q1,Thursday
OPS-104650,2025-12-05,IT,Hyderabad,Employee Query,Low,Portal,Vendor Management,Closed,8.7,48,No,0,4.3,450,3915.0,Dec,12,Q4,Friday
OPS-102267,2025-04-19,Procurement,Mumbai,Invoice Query,High,Email,Finance Ops,Closed,10.1,12,No,1,4.5,450,4545.0,Apr,4,Q2,Saturday
OPS-102214,2025-06-03,Operations,Pune,Vendor Query,Low,Email,IT Support,Escalated,11.7,48,No,1,3.7,320,3744.0,Jun,6,Q2,Tuesday
OPS-100420,2025-12-31,Finance,Gurugram,Invoice Query,High,Portal,Vendor Management,Closed,1.0,12,No,0,4.9,400,400.0,Dec,12,Q4,Wednesday
OPS-104883,2025-10-15,IT,Hyderabad,System Issue,Medium,Portal,Finance Ops,Closed,1.4,24,No,0,5.0,450,630.0,Oct,10,Q4,Wednesday
OPS-101693,2025-10-05,HR,Pune,Vendor Query,Medium,Email,MIS,Closed,14.3,24,No,0,4.5,400,5720.0,Oct,10,Q4,Sunday
OPS-103845,2025-05-15,IT,Mumbai,Access Request,Low,Portal,MIS,Closed,4.8,48,No,1,4.7,450,2160.0,May,5,Q2,Thursday
OPS-100456,2025-09-29,Operations,Bengaluru,System Issue,Critical,Teams,IT Support,Closed,13.2,4,Yes,1,4.5,350,4620.0,Sep,9,Q3,Monday
OPS-104239,2025-01-13,HR,Hyderabad,Data Correction,High,Email,HR Ops,Closed,4.2,12,No,0,4.4,350,1470.0,Jan,1,Q1,Monday
OPS-104571,2025-05-02,HR,Mumbai,Access Request,Medium,Portal,IT Support,Closed,12.9,24,No,1,4.2,280,3612.0,May,5,Q2,Friday
OPS-101248,2025-10-15,Operations,Chennai,Employee Query,High,Email,Vendor Management,Pending,5.5,12,No,0,5.0,350,1925.0,Oct,10,Q4,Wednesday
